0,134.254,67.1268,67.1268,0,0
1,135.588,104.057,85.5921,13.0569,0
2,133.245,117.954,96.3793,16.3953,0
3,132.681,123.562,103.175,17.479,0
4,134.034,126.746,107.889,17.7632,0
5,133.827,128.527,111.329,17.6702,0
6,137.014,130.327,114.043,17.479,0
7,131.268,130.503,116.1,17.1247,0
8,134.926,131.206,117.779,16.7542,0
9,136.869,132.011,119.202,16.4024,0
10,136.425,132.588,120.419,16.0637,0
11,132.415,132.567,121.431,15.7122,0
12,136.077,132.944,122.317,15.3809,0
13,132.002,132.85,123.069,15.0501,0
14,133.978,132.953,123.728,14.7336,0
15,132.042,132.876,124.3,14.426,0
16,135.758,133.103,124.818,14.1388,0
17,134.543,133.212,125.284,13.8669,0
18,136.575,133.45,125.714,13.6132,0
19,136.014,133.624,126.109,13.3745,0
20,135.976,133.778,126.475,13.1491,0
21,134.498,133.823,126.809,12.9336,0
22,135.436,133.919,127.118,12.7285,0
23,137.482,134.122,127.41,12.5356,0
24,131.149,133.956,127.671,12.3465,0
25,131.909,133.845,127.909,12.1626,0
26,134.509,133.88,128.13,11.9864,0
27,135.841,133.978,128.339,11.8186,0
28,132.951,133.928,128.532,11.6562,0
29,133.469,133.907,128.711,11.4994,0
30,135.286,133.969,128.88,11.3493,0
31,135.516,134.036,129.042,11.2054,0
32,131.587,133.932,129.19,11.0652,0
33,132.431,133.87,129.327,10.929,0
34,136.312,133.969,129.46,10.7987,0
35,131.737,133.88,129.583,10.6717,0
36,135.543,133.945,129.701,10.5496,0
37,130.869,133.827,129.809,10.4303,0
38,134.658,133.859,129.913,10.315,0
39,136.646,133.962,130.014,10.2044,0
40,134.41,133.978,130.111,10.0973,0
41,136.011,134.05,130.205,9.99395,0
42,132.724,134.004,130.293,9.89325,0
43,134.537,134.022,130.378,9.7956,0
44,135.875,134.083,130.46,9.70119,0
45,134.428,134.094,130.539,9.60947,0
46,133.513,134.076,130.615,9.52009,0
47,136.48,134.15,130.688,9.43365,0
48,133.379,134.127,130.758,9.34928,0
49,131.513,134.048,130.824,9.26654,0
50,136.818,134.131,130.889,9.18647,0
51,133.824,134.122,130.951,9.10833,0
52,136.433,134.189,131.012,9.03254,0
53,136.422,134.253,131.072,8.95897,0
54,132.66,134.208,131.129,8.88686,0
55,135.567,134.246,131.185,8.81664,0
56,131.505,134.17,131.237,8.74759,0
57,135.608,134.21,131.289,8.68033,0
58,132.057,134.151,131.337,8.61425,0
59,136.235,134.207,131.385,8.54993,0
60,135.759,134.249,131.432,8.48723,0
61,133.748,134.236,131.477,8.42579,0
62,134.549,134.244,131.521,8.36569,0
63,132.216,134.192,131.563,8.30658,0
64,133.007,134.162,131.603,8.24855,0
65,135.619,134.199,131.642,8.19187,0
66,136.181,134.248,131.681,8.13655,0
67,134.301,134.249,131.719,8.08233,0
68,136.059,134.293,131.756,8.02936,0
69,132.561,134.251,131.792,7.97722,0
70,132.774,134.216,131.826,7.92592,0
71,137.092,134.284,131.86,7.87587,0
72,131.657,134.222,131.892,7.82649,0
73,134.395,134.226,131.924,7.77803,0
74,136.891,134.288,131.955,7.7307,0
75,135.057,134.306,131.986,7.68428,0
76,136.917,134.366,132.017,7.63891,0
77,135.365,134.389,132.048,7.59441,0
78,133.921,134.378,132.077,7.55063,0
79,135.046,134.393,132.106,7.50764,0
80,133.977,134.384,132.134,7.46534,0
81,136.929,134.439,132.162,7.42394,0
82,134.463,134.439,132.19,7.38321,0
83,132.956,134.408,132.216,7.34302,0
84,135.065,134.422,132.242,7.30353,0
85,133.783,134.408,132.267,7.26461,0
86,133.331,134.386,132.292,7.22623,0
87,132.939,134.357,132.315,7.18835,0
88,131.254,134.294,132.337,7.15086,0
89,135.493,134.319,132.359,7.11402,0
90,135.385,134.34,132.381,7.07781,0
91,135.917,134.372,132.403,7.04223,0
92,132.88,134.342,132.424,7.00709,0
93,132.214,134.3,132.444,6.97235,0
94,133.568,134.286,132.463,6.93808,0
95,133.673,134.274,132.482,6.90427,0
96,136.509,134.317,132.501,6.87106,0
97,133.403,134.299,132.519,6.83828,0
98,135.751,134.327,132.537,6.80603,0
99,135.05,134.341,132.555,6.77427,0
100,133.814,134.331,132.573,6.7426,0
101,137.28,134.385,132.591,6.71121,0
102,131.972,134.34,132.608,6.67981,0
103,136.347,134.378,132.626,6.64864,0
104,131.834,134.33,132.643,6.61746,0
105,133.554,134.315,132.659,6.58638,0
106,130.697,134.247,132.675,6.55525,0
107,134.057,134.244,132.69,6.52424,0
108,134.619,134.251,132.706,6.49337,0
109,131.918,134.208,132.721,6.46253,0
110,131.214,134.152,132.735,6.4317,0
111,136.48,134.196,132.749,6.4011,0
112,135.996,134.23,132.764,6.3707,0
113,132.712,134.201,132.778,6.34036,0
114,134.118,134.2,132.792,6.31015,0
115,137.005,134.251,132.807,6.28018,0
116,133.616,134.239,132.821,6.25031,0
117,131.583,134.191,132.835,6.22046,0
118,135.581,134.216,132.848,6.19079,0
119,132.44,134.184,132.861,6.16118,0
120,131.011,134.125,132.874,6.13157,0
121,135.376,134.149,132.887,6.10214,0
122,133.372,134.134,132.899,6.07281,0
123,134.315,134.138,132.911,6.04361,0
124,136.457,134.179,132.924,6.01463,0
125,136.413,134.22,132.937,5.98586,0
126,133.07,134.199,132.949,5.95716,0
127,134.959,134.213,132.962,5.92862,0
128,135.387,134.234,132.974,5.90025,0
129,131.388,134.183,132.986,5.87189,0
130,135.904,134.214,132.998,5.84373,0
131,135.715,134.241,133.011,5.81573,0
132,132.554,134.211,133.023,5.7878,0
133,137.257,134.265,133.035,5.7601,0
134,133.666,134.254,133.047,5.7325,0
135,135.049,134.268,133.059,5.70505,0
136,134.803,134.278,133.071,5.67774,0
137,133.404,134.263,133.083,5.65051,0
138,133.029,134.241,133.094,5.62335,0
139,132.864,134.218,133.105,5.59627,0
140,136.926,134.264,133.117,5.5694,0
141,135.755,134.29,133.129,5.5427,0
142,135.348,134.308,133.14,5.51615,0
143,136.738,134.35,133.152,5.48981,0
144,135.442,134.368,133.164,5.46362,0
145,135.383,134.386,133.176,5.43758,0
146,132.862,134.36,133.188,5.41159,0
147,135.142,134.373,133.2,5.38574,0
148,135.404,134.39,133.212,5.36004,0
149,136.868,134.432,133.224,5.33454,0
150,134.548,134.434,133.236,5.30915,0
151,135.215,134.447,133.248,5.2839,0
152,133.34,134.429,133.259,5.25872,0
153,134.555,134.431,133.271,5.23364,0
154,137.166,134.475,133.283,5.20877,0
155,134.249,134.471,133.295,5.184,0
156,133.824,134.461,133.306,5.1593,0
157,137.14,134.503,133.318,5.13481,0
158,136.173,134.53,133.33,5.11048,0
159,135.78,134.55,133.342,5.0863,0
160,133.735,134.537,133.354,5.06219,0
161,135.977,134.56,133.366,5.03823,0
162,132.058,134.52,133.377,5.01428,0
163,133.733,134.508,133.388,4.9904,0
164,136.655,134.542,133.4,4.96669,0
165,135.381,134.555,133.411,4.94312,0
166,135.138,134.564,133.423,4.91967,0
167,137.204,134.606,133.434,4.89641,0
168,131.58,134.558,133.446,4.87314,0
169,134.572,134.558,133.457,4.84996,0
170,132.96,134.533,133.467,4.82682,0
171,134.864,134.538,133.478,4.8038,0
172,137.234,134.58,133.489,4.78097,0
173,131.842,134.537,133.499,4.75813,0
174,131.299,134.485,133.509,4.73529,0
175,135.842,134.507,133.519,4.71259,0
176,135.081,134.517,133.529,4.69001,0
177,135.729,134.536,133.539,4.66756,0
178,132.937,134.51,133.548,4.64516,0
179,136.172,134.537,133.558,4.62292,0
180,135.729,134.556,133.568,4.6008,0
181,130.545,134.492,133.577,4.57866,0
182,130.844,134.433,133.586,4.5565,0
183,132.047,134.394,133.594,4.53436,0
184,134.439,134.394,133.602,4.51233,0
185,130.744,134.335,133.609,4.4903,0
186,133.238,134.316,133.616,4.46834,0
187,132.36,134.284,133.622,4.44643,0
188,132.144,134.248,133.629,4.42458,0
189,132.672,134.222,133.634,4.40279,0
190,136.092,134.253,133.641,4.38115,0
191,134.721,134.261,133.647,4.35962,0
192,132.286,134.228,133.652,4.33815,0
193,133.091,134.21,133.658,4.31676,0
194,136.325,134.244,133.664,4.29552,0
195,134.288,134.245,133.67,4.27437,0
196,132.076,134.21,133.675,4.25328,0
197,132.994,134.19,133.68,4.23227,0
198,131.59,134.148,133.685,4.21131,0
199,134.72,134.157,133.689,4.19046,0
200,135.947,134.186,133.694,4.16975,0
201,133.287,134.171,133.699,4.14911,0
202,134.026,134.169,133.704,4.12858,0
203,132.567,134.144,133.708,4.10811,0
204,130.502,134.085,133.712,4.08769,0
205,135.197,134.104,133.716,4.06739,0
206,135.193,134.121,133.72,4.0472,0
207,130.834,134.068,133.723,4.02706,0
208,133.294,134.056,133.726,4.00701,0
209,131.661,134.017,133.729,3.98703,0
210,133.644,134.011,133.732,3.96714,0
211,133.951,134.01,133.735,3.94735,0
212,130.985,133.962,133.737,3.92763,0
213,136,133.995,133.74,3.90803,0
214,136.442,134.034,133.742,3.88855,0
215,135.362,134.056,133.746,3.86918,0
216,131.61,134.016,133.748,3.84988,0
217,130.901,133.965,133.75,3.83064,0
218,135.541,133.991,133.753,3.81151,0
219,134.397,133.998,133.755,3.79249,0
220,134.448,134.005,133.758,3.77356,0
221,136.879,134.052,133.761,3.75475,0
222,133.472,134.042,133.763,3.73604,0
223,135.022,134.058,133.766,3.71742,0
224,133.007,134.041,133.769,3.69889,0
225,136.398,134.079,133.772,3.68048,0
226,131.127,134.031,133.775,3.66212,0
227,133.124,134.017,133.777,3.64384,0
228,136.714,134.06,133.78,3.62569,0
229,132.175,134.029,133.782,3.6076,0
230,134.454,134.036,133.785,3.5896,0
231,131.155,133.99,133.787,3.57167,0
232,130.824,133.938,133.788,3.55379,0
233,134.26,133.943,133.79,3.53601,0
234,133.794,133.941,133.791,3.51832,0
235,136.33,133.979,133.793,3.50073,0
236,136.56,134.021,133.796,3.48326,0
237,131.362,133.978,133.797,3.46585,0
238,135.857,134.009,133.799,3.44854,0
239,136.697,134.054,133.802,3.43134,0
240,135.109,134.071,133.805,3.41425,0
241,132.255,134.041,133.807,3.39721,0
242,134.09,134.042,133.809,3.38027,0
243,134.521,134.05,133.812,3.36341,0
244,133.146,134.035,133.814,3.34662,0
245,135.357,134.056,133.816,3.32993,0
246,132.003,134.023,133.818,3.3133,0
247,134.688,134.034,133.82,3.29676,0
248,137.053,134.082,133.823,3.28034,0
249,131.247,134.036,133.825,3.26397,0
250,135.59,134.062,133.827,3.24769,0
251,136.428,134.1,133.83,3.23152,0
252,131.726,134.061,133.832,3.21541,0
253,131.85,134.025,133.834,3.19935,0
254,130.893,133.973,133.836,3.18334,0
255,133.255,133.96,133.837,3.16741,0
256,136.082,133.996,133.839,3.15157,0
257,130.732,133.941,133.84,3.13579,0
258,136.144,133.979,133.841,3.1201,0
259,136.816,134.027,133.843,3.10452,0
260,134.758,134.04,133.845,3.08902,0
261,136.416,134.081,133.847,3.07362,0
262,132.935,134.061,133.849,3.05829,0
263,136.503,134.103,133.852,3.04306,0
264,131.795,134.063,133.854,3.02788,0
265,135.467,134.087,133.856,3.01279,0
266,136.613,134.131,133.859,2.99781,0
267,135.679,134.158,133.862,2.98293,0
268,131.908,134.119,133.864,2.96809,0
269,131.229,134.068,133.866,2.95328,0
270,130.368,134.003,133.868,2.93851,0
271,131.066,133.95,133.869,2.92379,0
272,130.801,133.893,133.869,2.90914,0
273,130.766,133.836,133.868,2.89456,0
274,131.406,133.79,133.868,2.88006,0
275,135.243,133.817,133.867,2.86562,0
276,132.25,133.788,133.866,2.85127,0
277,136.902,133.846,133.866,2.83698,0
278,132.955,133.829,133.866,2.82276,0
279,130.539,133.768,133.865,2.80863,0
280,136.086,133.812,133.864,2.79456,0
281,136.132,133.856,133.864,2.78055,0
282,133.648,133.852,133.864,2.76661,0
283,131.165,133.802,133.863,2.75275,0
284,134.185,133.809,133.863,2.73896,0
285,133.088,133.795,133.862,2.72524,0
286,135.644,133.829,133.862,2.71158,0
287,135.338,133.857,133.862,2.69798,0
288,135.447,133.886,133.862,2.68446,0
289,135.397,133.914,133.863,2.67101,0
290,134.7,133.928,133.863,2.65763,0
291,132.135,133.896,133.864,2.64431,0
292,132.577,133.872,133.864,2.63106,0
293,133.794,133.871,133.864,2.61787,0
294,130.267,133.807,133.863,2.60475,0
295,135.287,133.834,133.863,2.5917,0
296,130.986,133.783,133.862,2.57872,0
297,135.387,133.812,133.862,2.5658,0
298,133.29,133.802,133.861,2.55294,0
299,135.477,133.832,133.861,2.54015,0
300,135.682,133.865,133.861,2.52741,0
301,132.16,133.835,133.861,2.51475,0
302,135.703,133.868,133.861,2.50214,0
303,132.873,133.85,133.86,2.4896,0
304,131.777,133.814,133.86,2.47712,0
305,132.061,133.783,133.859,2.46472,0
306,131.563,133.744,133.858,2.45239,0
307,134.166,133.751,133.857,2.44012,0
308,133.891,133.754,133.856,2.42791,0
309,132.515,133.732,133.855,2.41577,0
